,internet_name,internet_geo_id,internet_geo_type,internet_year,internet_date,internet_variable_code,internet_variable_label,internet_value,internet_Latitude,internet_Longitude,fips_internet_geo_id,covid_date_as_of,covid_last_week,covid_state,covid_county_name,covid_fips_county_code,covid_deaths_involving_covid_19,covid_deaths_from_all_causes,covid_Longitude,covid_Latitude
10740,"Forsyth County, North Carolina",0500000US37067,county,2018,2018-12-31,S1701_C02_001E,Population below poverty level,63652.0,-80.2602282400341,36.116865,37067,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,NC,Forsyth County,37067.0,139.0,3269.0,-79.130883,35.52603
10742,"Delaware County, Ohio",0500000US39041,county,2017,2017-12-31,S0101_C01_028E,Population over 60 years old,34052.0,-82.99936403784092,40.2943415,39041,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,OH,Delaware County,39041.0,11.0,687.0,-82.70936,40.415534
10744,"Miami-Dade County, Florida",0500000US12086,county,2018,2018-12-31,S0101_C01_028E,Population over 60 years old,575603.0,-80.59028699599052,25.55881321370651,12086,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,FL,Miami-Dade County,12086.0,3357.0,19782.0,-82.420978,28.260731
10745,"Umatilla County, Oregon",0500000US41059,county,2017,2017-12-31,S0101_C01_028E,Population over 60 years old,15752.0,-118.6308065051756,45.49583060676211,41059,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,OR,Umatilla County,41059.0,32.0,476.0,-120.605279,43.940449
10751,"Randolph County, North Carolina",0500000US37151,county,2018,2018-12-31,B28002_013E,Households with no internet access,13248.0,-79.80247626403226,35.71111499999999,37151,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,NC,Randolph County,37151.0,20.0,740.0,-79.130883,35.52603
10753,"Leflore County, Mississippi",0500000US28083,county,2018,2018-12-31,B28002_013E,Households with no internet access,5315.0,-90.27711123403472,33.5180185,28083,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,MS,Leflore County,28083.0,91.0,435.0,-89.65344,32.713378
10759,"Missoula County, Montana",0500000US30063,county,2017,2017-12-31,S0101_C01_028E,Population over 60 years old,22759.0,-113.9447939294145,47.11363799999999,30063,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,MT,Missoula County,30063.0,14.0,819.0,-109.645127,47.033521
10761,"Newton County, Indiana",0500000US18111,county,2017,2017-12-31,S1701_C02_001E,Population below poverty level,1932.0,-87.40125352923846,40.98542999999999,18111,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,IN,Newton County,18111.0,10.0,93.0,-86.2818,39.919991
10762,"Boyd County, Kentucky",0500000US21019,county,2018,2018-12-31,S1701_C02_001E,Population below poverty level,8813.0,-82.70008124365509,38.37080377388855,21019,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,KY,Boyd County,21019.0,36.0,841.0,-85.290484,37.526683
10766,"St. Charles Parish, Louisiana",0500000US22089,county,2017,2017-12-31,B28002_013E,Households with no internet access,3161.0,-90.40277594612134,29.9309745,22089,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,LA,St. Charles Parish,22089.0,32.0,290.0,-91.840238,30.921314
10768,"Newton County, Arkansas",0500000US05101,county,2018,2018-12-31,B28002_013E,Households with no internet access,1045.0,-93.21485683038073,35.9247115,5101,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,AR,Newton County,5101.0,13.0,80.0,-92.439162,34.899825
10773,"Cumberland County, Pennsylvania",0500000US42041,county,2018,2018-12-31,S0101_C01_028E,Population over 60 years old,59846.0,-77.31833122630448,40.137018,42041,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,PA,Cumberland County,42041.0,113.0,2028.0,-77.838886,40.896694
10775,"Weld County, Colorado",0500000US08123,county,2017,2017-12-31,S0101_C01_028E,Population over 60 years old,48279.0,-104.5457958214466,40.49568499999999,8123,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,CO,Weld County,8123.0,127.0,1345.0,-105.547832,38.998552
10777,"Hopkins County, Kentucky",0500000US21107,county,2018,2018-12-31,S0101_C01_028E,Population over 60 years old,11065.0,-87.5850148832049,37.3379295,21107,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,KY,Hopkins County,21107.0,39.0,524.0,-85.290484,37.526683
10778,"Henry County, Ohio",0500000US39069,county,2018,2018-12-31,B28002_013E,Households with no internet access,1588.0,-84.05532788164942,41.3212185,39069,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,OH,Henry County,39069.0,11.0,131.0,-82.70936,40.415534
10780,"Marshall County, Indiana",0500000US18099,county,2018,2018-12-31,B28002_013E,Households with no internet access,4275.0,-86.26215600371717,41.330033,18099,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,IN,Marshall County,18099.0,29.0,352.0,-86.2818,39.919991
10783,"Jeff Davis County, Georgia",0500000US13161,county,2018,2018-12-31,S0101_C01_028E,Population over 60 years old,3261.0,-82.66569732171686,31.821741,13161,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,GA,Jeff Davis County,13161.0,16.0,136.0,-83.426574,32.638481
10785,"Onslow County, North Carolina",0500000US37133,county,2017,2017-12-31,S1701_C02_001E,Population below poverty level,24112.0,-77.39271391880291,34.71510050000001,37133,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,NC,Onslow County,37133.0,13.0,573.0,-79.130883,35.52603
10786,"Sullivan County, Tennessee",0500000US47163,county,2017,2017-12-31,B28002_013E,Households with no internet access,15493.0,-82.31134664658839,36.50429964183066,47163,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,TN,Sullivan County,47163.0,104.0,2528.0,-86.343226,35.842998
10787,"Phelps County, Missouri",0500000US29161,county,2017,2017-12-31,S0101_C01_028E,Population over 60 years old,9354.0,-91.77512260387356,37.8778915,29161,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,MO,Phelps County,29161.0,18.0,394.0,-92.477244,38.3675
10791,"Grenada County, Mississippi",0500000US28043,county,2018,2018-12-31,B28002_013E,Households with no internet access,2667.0,-89.82192444183772,33.7858885,28043,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,MS,Grenada County,28043.0,22.0,239.0,-89.65344,32.713378
10794,"Barrow County, Georgia",0500000US13013,county,2017,2017-12-31,S1701_C02_001E,Population below poverty level,9829.0,-83.71011111653681,34.012102,13013,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,GA,Barrow County,13013.0,19.0,326.0,-83.426574,32.638481
10796,"Craven County, North Carolina",0500000US37049,county,2017,2017-12-31,B28002_013E,Households with no internet access,7098.0,-77.14585759574503,35.1138035,37049,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,NC,Craven County,37049.0,34.0,777.0,-79.130883,35.52603
10803,"Yuba County, California",0500000US06115,county,2018,2018-12-31,S0101_C01_028E,Population over 60 years old,13076.0,-121.4381592321793,39.2790105,6115,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,CA,Yuba County,6115.0,19.0,593.0,-119.662127,37.211164
10806,"LaSalle County, Illinois",0500000US17099,county,2017,2017-12-31,B28002_013E,Households with no internet access,8687.0,-88.87590701770876,41.274001,17099,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,IL,LaSalle County,17099.0,48.0,802.0,-89.148632,40.124144
10807,"Wilkes County, North Carolina",0500000US37193,county,2018,2018-12-31,B28002_013E,Households with no internet access,7046.0,-81.16948246332868,36.2164325,37193,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,NC,Wilkes County,37193.0,12.0,407.0,-79.130883,35.52603
10811,"Chicot County, Arkansas",0500000US05017,county,2018,2018-12-31,S1701_C02_001E,Population below poverty level,2962.0,-91.29448406950954,33.2843605,5017,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,AR,Chicot County,5017.0,12.0,85.0,-92.439162,34.899825
10812,"Jackson County, Indiana",0500000US18071,county,2017,2017-12-31,S0101_C01_028E,Population over 60 years old,9380.0,-86.03693014142016,38.89027249999999,18071,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,IN,Jackson County,18071.0,16.0,340.0,-86.2818,39.919991
10815,"Webster County, Missouri",0500000US29225,county,2018,2018-12-31,S1701_C02_001E,Population below poverty level,6207.0,-92.88434765559651,37.276244,29225,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,MO,Webster County,29225.0,11.0,174.0,-92.477244,38.3675
10821,"Madison County, New York",0500000US36053,county,2017,2017-12-31,S1701_C02_001E,Population below poverty level,7397.0,-75.72568120526886,42.94470199999999,36053,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,NY,Madison County,36053.0,12.0,411.0,-75.59655,42.921241
10822,"Williamson County, Illinois",0500000US17199,county,2018,2018-12-31,B28002_013E,Households with no internet access,6214.0,-88.92970562132285,37.72468,17199,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,IL,Williamson County,17199.0,49.0,699.0,-89.148632,40.124144
10823,"Burke County, North Carolina",0500000US37023,county,2018,2018-12-31,S1701_C02_001E,Population below poverty level,15720.0,-81.75312393212289,35.77926,37023,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,NC,Burke County,37023.0,40.0,647.0,-79.130883,35.52603
10826,"Douglas County, Nebraska",0500000US31055,county,2018,2018-12-31,B28002_013E,Households with no internet access,30688.0,-96.15020064026362,41.291948,31055,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,NE,Douglas County,31055.0,308.0,4269.0,-99.810595,41.527099
10827,"Bradley County, Tennessee",0500000US47011,county,2017,2017-12-31,B28002_013E,Households with no internet access,9651.0,-84.85271115334504,35.17213566640582,47011,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,TN,Bradley County,47011.0,26.0,856.0,-86.343226,35.842998
10829,"Seward County, Kansas",0500000US20175,county,2018,2018-12-31,S1701_C02_001E,Population below poverty level,3687.0,-100.8514692952956,37.1845885,20175,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,KS,Seward County,20175.0,14.0,114.0,-98.38018,38.484729
10830,"Washington County, Virginia",0500000US51191,county,2018,2018-12-31,S0101_C01_028E,Population over 60 years old,15738.0,-81.95603427654122,36.761016,51191,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,VA,Washington County,51191.0,32.0,535.0,-78.666382,37.510861
10833,"Lamar County, Mississippi",0500000US28073,county,2017,2017-12-31,S0101_C01_028E,Population over 60 years old,10854.0,-89.50118260204005,31.1995425,28073,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,MS,Lamar County,28073.0,68.0,436.0,-89.65344,32.713378
10837,"Bossier Parish, Louisiana",0500000US22015,county,2018,2018-12-31,S1701_C02_001E,Population below poverty level,20123.0,-93.59848841219181,32.6287305,22015,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,LA,Bossier Parish,22015.0,79.0,780.0,-91.840238,30.921314
10841,"Lowndes County, Georgia",0500000US13185,county,2017,2017-12-31,B28002_013E,Households with no internet access,10029.0,-83.24597032460906,30.82802814410379,13185,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,GA,Lowndes County,13185.0,152.0,985.0,-83.426574,32.638481
10846,"St. Bernard Parish, Louisiana",0500000US22087,county,2018,2018-12-31,S1701_C02_001E,Population below poverty level,8912.0,-89.60778238052566,29.855664,22087,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,LA,St. Bernard Parish,22087.0,17.0,219.0,-91.840238,30.921314
10849,"Winnebago County, Iowa",0500000US19189,county,2018,2018-12-31,S1701_C02_001E,Population below poverty level,833.0,-93.73410605772492,43.36838849999999,19189,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,IA,Winnebago County,19189.0,13.0,79.0,-93.500061,42.074659
10860,"Angelina County, Texas",0500000US48005,county,2018,2018-12-31,S0101_C01_028E,Population over 60 years old,18676.0,-94.63547145818478,31.276592,48005,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,TX,Angelina County,48005.0,75.0,873.0,-99.317341,31.447238
10861,"Bradford County, Pennsylvania",0500000US42015,county,2018,2018-12-31,S1701_C02_001E,Population below poverty level,7257.0,-76.51092279988802,41.7720075,42015,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,PA,Bradford County,42015.0,28.0,680.0,-77.838886,40.896694
10862,"Brown County, Texas",0500000US48049,county,2017,2017-12-31,B28002_013E,Households with no internet access,3762.0,-98.95983945076436,31.7718075,48049,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,TX,Brown County,48049.0,30.0,399.0,-99.317341,31.447238
10872,"New Hanover County, North Carolina",0500000US37129,county,2017,2017-12-31,S0101_C01_028E,Population over 60 years old,48907.0,-77.89346968076448,34.1564905,37129,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,NC,New Hanover County,37129.0,53.0,1838.0,-79.130883,35.52603
10873,"Talbot County, Maryland",0500000US24041,county,2017,2017-12-31,S1701_C02_001E,Population below poverty level,3692.0,-76.07997891075709,38.75895602134447,24041,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,MD,Talbot County,24041.0,27.0,518.0,-76.687282,38.946466
10875,"Franklin County, Ohio",0500000US39049,county,2017,2017-12-31,S0101_C01_028E,Population over 60 years old,205767.0,-83.01327141672378,39.969385,39049,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,OH,Franklin County,39049.0,803.0,10727.0,-82.70936,40.415534
10877,"Ward County, North Dakota",0500000US38101,county,2018,2018-12-31,S0101_C01_028E,Population over 60 years old,11591.0,-101.4680395265518,48.3277235,38101,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,ND,Ward County,38101.0,47.0,556.0,-100.46931,47.446305
10883,"Clark County, Indiana",0500000US18019,county,2018,2018-12-31,S0101_C01_028E,Population over 60 years old,25072.0,-85.80052324259688,38.43781849999999,18019,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,IN,Clark County,18019.0,57.0,819.0,-86.2818,39.919991
10888,"Whitley County, Kentucky",0500000US21235,county,2018,2018-12-31,S1701_C02_001E,Population below poverty level,8858.0,-84.16352855707811,36.7801245,21235,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,KY,Whitley County,21235.0,15.0,378.0,-85.290484,37.526683
10889,"Lane County, Oregon",0500000US41039,county,2018,2018-12-31,S1701_C02_001E,Population below poverty level,67022.0,-122.7490885978255,43.86407111868107,41039,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,OR,Lane County,41039.0,23.0,2992.0,-120.605279,43.940449
10890,"Jackson County, Florida",0500000US12063,county,2018,2018-12-31,S0101_C01_028E,Population over 60 years old,12000.0,-85.17649338964361,30.78177203059952,12063,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,FL,Jackson County,12063.0,54.0,453.0,-82.420978,28.260731
10893,"Sumner County, Tennessee",0500000US47165,county,2017,2017-12-31,S0101_C01_028E,Population over 60 years old,36997.0,-86.47276518651756,36.44818193988615,47165,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,TN,Sumner County,47165.0,110.0,1278.0,-86.343226,35.842998
10894,"Gwinnett County, Georgia",0500000US13135,county,2018,2018-12-31,S1701_C02_001E,Population below poverty level,101831.0,-84.04527894980072,33.960268,13135,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,GA,Gwinnett County,13135.0,355.0,3396.0,-83.426574,32.638481
10895,"Habersham County, Georgia",0500000US13137,county,2018,2018-12-31,B28002_013E,Households with no internet access,4312.0,-83.51565067556952,34.6296725,13137,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,GA,Habersham County,13137.0,33.0,308.0,-83.426574,32.638481
10896,"Warren County, New Jersey",0500000US34041,county,2017,2017-12-31,B28002_013E,Households with no internet access,5659.0,-74.95934456114827,40.8420285,34041,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,NJ,Warren County,34041.0,139.0,804.0,-74.655514,40.110253
10897,"Grady County, Oklahoma",0500000US40051,county,2017,2017-12-31,S1701_C02_001E,Population below poverty level,6645.0,-97.88178118448033,35.03674049999999,40051,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,OK,Grady County,40051.0,13.0,319.0,-97.508297,35.583449
10899,"Cullman County, Alabama",0500000US01043,county,2017,2017-12-31,S1701_C02_001E,Population below poverty level,13157.0,-86.90426810824326,34.086046,1043,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,AL,Cullman County,1043.0,34.0,779.0,-86.844516,32.756889
10900,"Walker County, Georgia",0500000US13295,county,2018,2018-12-31,S1701_C02_001E,Population below poverty level,11902.0,-85.32617482572293,34.786072,13295,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,GA,Walker County,13295.0,16.0,435.0,-83.426574,32.638481
10901,"Greenwood County, South Carolina",0500000US45047,county,2018,2018-12-31,B28002_013E,Households with no internet access,7019.0,-82.0797408256602,34.1813885,45047,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,SC,Greenwood County,45047.0,107.0,900.0,-80.864614,33.878572
10902,"Kleberg County, Texas",0500000US48273,county,2017,2017-12-31,S0101_C01_028E,Population over 60 years old,5398.0,-97.71392161423452,27.42114,48273,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,TX,Kleberg County,48273.0,38.0,213.0,-99.317341,31.447238
10905,"Orangeburg County, South Carolina",0500000US45075,county,2017,2017-12-31,S0101_C01_028E,Population over 60 years old,22393.0,-80.80858533697106,33.44215749999999,45075,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,SC,Orangeburg County,45075.0,124.0,910.0,-80.864614,33.878572
10908,"Whitfield County, Georgia",0500000US13313,county,2017,2017-12-31,S0101_C01_028E,Population over 60 years old,18625.0,-84.98804874999999,34.801436,13313,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,GA,Whitfield County,13313.0,60.0,709.0,-83.426574,32.638481
10913,"Hopkins County, Texas",0500000US48223,county,2017,2017-12-31,S1701_C02_001E,Population below poverty level,6312.0,-95.58517370378331,33.170143,48223,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,TX,Hopkins County,48223.0,23.0,338.0,-99.317341,31.447238
10914,"Chelan County, Washington",0500000US53007,county,2018,2018-12-31,S0101_C01_028E,Population over 60 years old,19058.0,-120.5421965890396,47.90711928294811,53007,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,WA,Chelan County,53007.0,32.0,736.0,-120.592492,47.411715
10915,"Cochise County, Arizona",0500000US04003,county,2018,2018-12-31,B28002_013E,Households with no internet access,9120.0,-109.7497344594777,31.887952,4003,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,AZ,Cochise County,4003.0,31.0,844.0,-111.664616,34.293239
10916,"Franklin County, Georgia",0500000US13119,county,2017,2017-12-31,S0101_C01_028E,Population over 60 years old,5691.0,-83.24336781405759,34.381817,13119,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,GA,Franklin County,13119.0,13.0,198.0,-83.426574,32.638481
10917,"Tate County, Mississippi",0500000US28137,county,2017,2017-12-31,S0101_C01_028E,Population over 60 years old,5924.0,-89.94403257853612,34.6632415,28137,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,MS,Tate County,28137.0,13.0,164.0,-89.65344,32.713378
10918,"Kleberg County, Texas",0500000US48273,county,2017,2017-12-31,S1701_C02_001E,Population below poverty level,7003.0,-97.71392161423452,27.42114,48273,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,TX,Kleberg County,48273.0,38.0,213.0,-99.317341,31.447238
10920,"Santa Fe County, New Mexico",0500000US35049,county,2018,2018-12-31,S1701_C02_001E,Population below poverty level,18675.0,-105.9833514984441,35.5254225,35049,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,NM,Santa Fe County,35049.0,18.0,989.0,-106.108388,34.421369
10925,"Bartholomew County, Indiana",0500000US18005,county,2017,2017-12-31,S0101_C01_028E,Population over 60 years old,16862.0,-85.88421413054854,39.193516,18005,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,IN,Bartholomew County,18005.0,83.0,711.0,-86.2818,39.919991
10927,"George County, Mississippi",0500000US28039,county,2018,2018-12-31,B28002_013E,Households with no internet access,2438.0,-88.6516750490633,30.864901534703648,28039,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,MS,George County,28039.0,10.0,177.0,-89.65344,32.713378
10930,"Midland County, Michigan",0500000US26111,county,2017,2017-12-31,S0101_C01_028E,Population over 60 years old,19242.0,-84.38751769286245,43.6476165,26111,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,MI,Midland County,26111.0,15.0,751.0,-85.730977,44.874798
10931,"Manassas city, Virginia",0500000US51683,county,2017,2017-12-31,S0101_C01_028E,Population over 60 years old,5755.0,-77.48354249169219,38.7429484815205,51683,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,VA,Manassas city,51683.0,98.0,418.0,-78.666382,37.510861
10932,"Franklin city, Virginia",0500000US51620,county,2017,2017-12-31,S0101_C01_028E,Population over 60 years old,2300.0,-76.93265061887598,36.677037,51620,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,VA,Franklin city,51620.0,28.0,135.0,-78.666382,37.510861
10939,"Cattaraugus County, New York",0500000US36009,county,2017,2017-12-31,B28002_013E,Households with no internet access,8475.0,-78.68488574938968,42.30422799999999,36009,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,NY,Cattaraugus County,36009.0,16.0,575.0,-75.59655,42.921241
10940,"Berkeley County, West Virginia",0500000US54003,county,2017,2017-12-31,B28002_013E,Households with no internet access,6894.0,-78.02598130716368,39.44390370428596,54003,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,WV,Berkeley County,54003.0,15.0,711.0,-80.613729,38.642579
10942,"Rock County, Wisconsin",0500000US55105,county,2017,2017-12-31,S1701_C02_001E,Population below poverty level,22550.0,-89.07203313067888,42.66991891933223,55105,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,WI,Rock County,55105.0,42.0,1322.0,-89.732969,44.639954
10943,"Howard County, Maryland",0500000US24027,county,2018,2018-12-31,B28002_013E,Households with no internet access,5304.0,-76.89247634982212,39.23547677117028,24027,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,MD,Howard County,24027.0,100.0,1440.0,-76.687282,38.946466
10944,"Harrison County, Indiana",0500000US18061,county,2018,2018-12-31,S1701_C02_001E,Population below poverty level,4133.0,-86.13404531503696,38.1910395,18061,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,IN,Harrison County,18061.0,16.0,268.0,-86.2818,39.919991
10946,"Polk County, Florida",0500000US12105,county,2017,2017-12-31,B28002_013E,Households with no internet access,49471.0,-81.73817869013267,28.00261235194089,12105,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,FL,Polk County,12105.0,552.0,6023.0,-82.420978,28.260731
10947,"Webb County, Texas",0500000US48479,county,2017,2017-12-31,S0101_C01_028E,Population over 60 years old,34315.0,-99.28620495217658,27.732056,48479,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,TX,Webb County,48479.0,332.0,1478.0,-99.317341,31.447238
10948,"San Juan County, Utah",0500000US49037,county,2018,2018-12-31,B28002_013E,Households with no internet access,1733.0,-109.7449311193251,37.748672,49037,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,UT,San Juan County,49037.0,11.0,76.0,-111.678222,39.323779
10949,"Washington County, Georgia",0500000US13303,county,2018,2018-12-31,B28002_013E,Households with no internet access,2362.0,-82.79899147030093,32.9971025,13303,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,GA,Washington County,13303.0,14.0,145.0,-83.426574,32.638481
10950,"Hinds County, Mississippi",0500000US28049,county,2017,2017-12-31,S1701_C02_001E,Population below poverty level,56200.0,-90.42523002864507,32.311197,28049,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,MS,Hinds County,28049.0,543.0,3759.0,-89.65344,32.713378
10951,"Page County, Virginia",0500000US51139,county,2018,2018-12-31,S0101_C01_028E,Population over 60 years old,6520.0,-78.48504347353877,38.62114231812286,51139,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,VA,Page County,51139.0,24.0,198.0,-78.666382,37.510861
10953,"Scott County, Missouri",0500000US29201,county,2017,2017-12-31,S0101_C01_028E,Population over 60 years old,9126.0,-89.57748414113826,37.05619849999999,29201,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,MO,Scott County,29201.0,22.0,360.0,-92.477244,38.3675
10954,"Anderson County, South Carolina",0500000US45007,county,2017,2017-12-31,S0101_C01_028E,Population over 60 years old,45832.0,-82.65878243085822,34.514635,45007,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,SC,Anderson County,45007.0,198.0,2079.0,-80.864614,33.878572
10955,"Starr County, Texas",0500000US48427,county,2017,2017-12-31,S1701_C02_001E,Population below poverty level,21968.0,-98.78605179270859,26.5120615,48427,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,TX,Starr County,48427.0,65.0,266.0,-99.317341,31.447238
10956,"Marquette County, Michigan",0500000US26103,county,2018,2018-12-31,S0101_C01_028E,Population over 60 years old,16932.0,-87.61659341302878,46.45035499241948,26103,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,MI,Marquette County,26103.0,25.0,577.0,-85.730977,44.874798
10957,"Cherokee County, Oklahoma",0500000US40021,county,2018,2018-12-31,S1701_C02_001E,Population below poverty level,9792.0,-95.04276800290049,35.8993825,40021,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,OK,Cherokee County,40021.0,12.0,346.0,-97.508297,35.583449
10958,"Clarendon County, South Carolina",0500000US45027,county,2018,2018-12-31,S0101_C01_028E,Population over 60 years old,10366.0,-80.24647405502047,33.688596,45027,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,SC,Clarendon County,45027.0,32.0,254.0,-80.864614,33.878572
10962,"Kings County, New York",0500000US36047,county,2017,2017-12-31,S1701_C02_001E,Population below poverty level,570731.0,-73.94190733974106,40.6529545330707,36047,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,NY,Kings County,36047.0,6111.0,18626.0,-75.59655,42.921241
10965,"Carroll County, Maryland",0500000US24013,county,2018,2018-12-31,B28002_013E,Households with no internet access,7144.0,-77.01310455630465,39.53496425279187,24013,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,MD,Carroll County,24013.0,157.0,1360.0,-76.687282,38.946466
10967,"Mecklenburg County, North Carolina",0500000US37119,county,2018,2018-12-31,S0101_C01_028E,Population over 60 years old,163714.0,-80.83059273275795,35.258287,37119,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,NC,Mecklenburg County,37119.0,290.0,4887.0,-79.130883,35.52603
10969,"Jackson County, Mississippi",0500000US28059,county,2017,2017-12-31,S1701_C02_001E,Population below poverty level,21344.0,-88.64328627388603,30.521976,28059,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,MS,Jackson County,28059.0,90.0,1198.0,-89.65344,32.713378
10971,"Davidson County, Tennessee",0500000US47037,county,2018,2018-12-31,S0101_C01_028E,Population over 60 years old,116251.0,-86.78077903383115,36.18933362538806,47037,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,TN,Davidson County,47037.0,565.0,7481.0,-86.343226,35.842998
10979,"Butler County, Pennsylvania",0500000US42019,county,2018,2018-12-31,B28002_013E,Households with no internet access,10493.0,-79.92614833498952,40.9162835,42019,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,PA,Butler County,42019.0,15.0,1444.0,-77.838886,40.896694
10981,"Clayton County, Georgia",0500000US13063,county,2017,2017-12-31,S0101_C01_028E,Population over 60 years old,36959.0,-84.35205351544298,33.4990385,13063,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,GA,Clayton County,13063.0,64.0,1068.0,-83.426574,32.638481
